business_id,name,city,state,stars,review_count,is_open,categories,rating_tier,pricerange2,delivery,takeout,reservations,outdoorseating,wifi
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,Santa Barbara,CA,4.0,2404,1,"Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife",high,2,True,True,False,True,u'no'
PYW8Buz8S8LpjIe6mZTAcw,Payless Liquors,Greenwood,IN,3.5,13,1,"Food, Beer, Wine & Spirits",medium,2,,True,,,
Lx8ZYUJ_-3Aa8N821mN1WQ,ALM Kainan,Sparks,NV,4.0,13,0,"Restaurants, Filipino",high,1,False,True,False,False,
uCQqtYW_xc1EJRm7NyakdA,Yogurt Beach,Reno,NV,4.5,12,1,"Food, Desserts",top,1,,True,,,
WYYdQDjx-DsCanlP0DpImQ,J Sushi,Philadelphia,PA,4.5,72,0,"Seafood, Restaurants, Sushi Bars, Japanese",top,2,True,True,True,False,u'free'
aNtKyc2rr-uK5cqzY9TVQQ,Chipotle Mexican Grill,Largo,FL,3.0,19,1,"Mexican, Fast Food, Restaurants",medium,1,True,True,False,True,'free'
oCFcoyGx2VRZ8MHXEsV8tQ,Giant Food Store,Brookhaven,PA,2.5,10,0,"Food, Grocery",low,2,,,,,
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,Nashville,TN,4.0,182,1,"Nightlife, Restaurants, Bars, Mexican",high,2,False,True,False,None,'free'
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,Nashville,TN,1.5,37,1,"Burgers, Restaurants, Fast Food",low,1,True,True,False,False,
BxhkoR6cscJwwex8gx31OA,Bar-B-Cutie,Madison,TN,3.5,40,1,"Restaurants, Barbeque",medium,2,True,True,False,False,u'no'
Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,Ewing,NJ,4.0,52,1,"Italian, Restaurants",high,2,True,True,True,True,'no'
m9ncuZp0nEVhIwu24G-HRw,CVS Pharmacy,Indianapolis,IN,2.5,10,1,"Pharmacy, Health & Medical, Convenience Stores, Drugstores, Food, Shopping",low,None,True,False,,,
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,Nashville,TN,3.0,1639,1,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas",medium,3,True,True,True,True,u'paid'
1GnJDrpp-jyDRCptavD9RQ,Rita's Italian Ice,Aston,PA,4.0,7,1,"Food, Ice Cream & Frozen Yogurt, Desserts, Shaved Ice",high,1,,True,,,u'no'
P10BsKUeoeCeVoK4BS2u0w,Trust Me BBQ,Riverview,FL,4.0,29,0,"Restaurants, Barbeque",high,1,False,True,False,True,u'no'
7Du9oW73YcYFmXdtU5aiSg,Kinjo's Japanese Restaurant,Saint Petersburg,FL,3.5,17,0,"Japanese, Sushi Bars, Restaurants",medium,2,False,True,True,False,
h_qlv6CIXGVurFOhFQ945w,Tim Hortons,Edmonton,AB,3.5,6,1,"Coffee & Tea, Food",medium,1,,True,False,False,u'free'
QjV4v7q_pt7tt3K1US7IHg,PDQ Temple Terrace,Tampa,FL,3.0,5,1,"Fast Food, Sandwiches, Chicken Shop, Restaurants",medium,,True,True,False,,
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,Harvey,LA,1.5,14,0,"Restaurants, Sandwiches, Pizza, Chicken Wings",low,1,False,True,False,False,u'no'
FTFtoylMzkrzqNVSl-bkKw,Giant Food Stores,Philadelphia,PA,4.0,19,1,"Grocery, Food",high,,True,True,,,
59jkCUm4yHciKL1KW_1HJA,Roma Pizza & Italian Eatery,Warrington,PA,2.5,25,1,"Pizza, Restaurants",low,1,True,True,False,False,u'no'
AzwiKZjVqHOxLaYtPAx8lA,Target,Wyncote,PA,2.5,37,1,"Shopping, Department Stores, Grocery, Fashion, Food, Electronics, Furniture Stores, Home & Garden",low,2,False,None,False,False,u'no'
yM8LlTInbQH4FwWC97lz6w,McDonald's,St. Louis,MO,1.5,100,1,"Fast Food, Restaurants, Food, Burgers, Coffee & Tea",low,1,True,True,False,True,'free'
3S9GYtMOYhbZl4MMPOHT0Q,The Handlebar Boise,Boise,ID,4.5,34,1,"Bars, Wine Bars, Nightlife, Beer Bar",top,1,,,True,True,u'free'
CtMEJxpVMlNzFpB4PtFjfA,Aussie Grill,Lutz,FL,4.0,75,1,"Restaurants, American (New), Burgers, Fast Food, Steakhouses",high,,True,True,,True,
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,Philadelphia,PA,1.5,15,1,"Burgers, Restaurants, Fast Food",low,1,True,True,False,False,
vPcfJ3rm3NpdqVDod2WxLA,China Pearl,Langhorne,PA,1.5,27,1,"Japanese, Chinese, Restaurants, Thai",low,2,True,True,False,False,u'no'
pmuuoDqNZp7518AUd-YmPA,Bagelicious - King Of Prussia,King of Prussia,PA,3.5,60,1,"Restaurants, Bakeries, Caterers, Bagels, Food, Event Planning & Services",medium,1,False,True,,,
2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,Philadelphia,PA,4.0,105,1,"Food, Coffee & Tea",high,1,False,True,,True,u'free'
IYlUaKC9nICjiWdk-ShPlg,Bub's Cafe,Carmel,IN,4.0,175,0,"Restaurants, Breakfast & Brunch",high,2,False,True,False,True,u'free'
tSFXJ0GFl5iUdy021YgWLw,The Mad Griddle ,Indianapolis,IN,5.0,7,1,"Arts & Entertainment, Nightlife, Jazz & Blues, Restaurants, Pizza, Southern",top,,True,True,True,True,u'free'
ZU6NodDOWaabGkeNpOWdXw,530 Pub & Grill,Clearwater,FL,4.5,6,1,"American (Traditional), Restaurants, Burgers, Wraps, Sandwiches, Bars, Nightlife, Beer Bar",top,,True,True,,,
ULReFPrCIDRbGKwP3ZsHwg,Eddie's Southtown Donuts,Saint Louis,MO,4.5,55,1,"Donuts, Food",top,1,True,True,,,
rCoWa-C7Os51GjFkCnFlVw,Rite Aid,Voorhees,NJ,4.5,6,1,"Drugstores, Convenience Stores, Food, Shopping",top,2,,False,,,
Dtuf4vD0znzwJW9vk3iTNw,Tomo Japanese Steakhouse and Sushi Bar,Indianapolis,IN,4.0,246,1,"Steakhouses, Restaurants, Sushi Bars, Japanese",high,2,True,True,True,False,u'free'
8c0r7olQSYGcws0bTd3ikw,Zesty Tsunami,New Port Richey,FL,4.0,5,0,"Hawaiian, Food, Food Trucks, Street Vendors, Restaurants",high,,,True,False,,
Ucl9Vo5lwrUmYbV8Dv8X5g,O'Briens Irish Pub,Tampa,FL,4.0,108,1,"Bars, Pubs, Nightlife, Arts & Entertainment, Irish, Restaurants, Music Venues",high,2,False,True,False,True,u'free'
6BF3eaIzHtoNHSxKTFnTyg,Mister B's Cigar Box,Avon,IN,3.5,13,1,"Bars, Lounges, Nightlife, Pizza, Restaurants, Shopping, Tobacco Shops, Hookah Bars",medium,2,False,True,False,False,'free'
wjyUxHxkrvUvCOVqy4g_wg,Oscar's Cafe,Normandy,MO,4.0,11,0,"Restaurants, American (Traditional)",high,2,False,,,False,
4IcB3QyMEA85UTWFKh9O9A,Eat Mah Taco @ Pal's Lounge,New Orleans,LA,4.5,8,0,"American (New), Food, Bars, Nightlife, Lounges, Restaurants",top,1,False,,,False,u'free'
Y6heWJJ9AmEL58fZwgi9YQ,Rosati's Pizza,Tucson,AZ,4.0,58,1,"Sports Bars, Bars, Nightlife, Italian, Restaurants, Pizza",high,2,True,True,False,True,u'free'
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,Philadelphia,PA,4.5,183,1,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea",top,1,False,True,False,True,'free'
7FHjj04Wy2aqXl22NA_C0g,Aldi,Indianapolis,IN,4.0,18,0,"Grocery, Food",high,1,,True,,,
6czqMScx8MRDirv7fxX7pw,Frankie's Fruit Bar,Reno,NV,4.5,34,1,"Specialty Food, Food, Shaved Ice, Juice Bars & Smoothies, Fruits & Veggies",top,1,,True,,,
xbRbvXSAVZBEwaUUn3mzbg,Lee Roy Selmon's,Tampa,FL,3.5,42,0,"Salad, Restaurants, Burgers, Soul Food",medium,2,True,True,True,True,'free'
uDQgmudYDKiB6n4vwbEeDg,Chrysalis,Franklin,TN,4.5,112,1,"Restaurants, Italian, Nightlife, Bars, Cocktail Bars, Tapas/Small Plates",top,2,True,True,True,False,u'free'
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,Indianapolis,IN,4.0,208,0,"Restaurants, Lounges, Bars, American (New), Nightlife",high,2,False,True,True,True,u'free'
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,Philadelphia,PA,4.0,46,0,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",high,2,False,True,True,False,u'free'
TzrA1TsKMKbrZBkw3q6DEQ,Scout's Treat Truck,Indianapolis,IN,4.5,20,1,"Cupcakes, Street Vendors, Food Delivery Services, Food Trucks, Desserts, Food",top,2,True,True,,,
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,New Orleans,LA,3.5,149,0,"Pizza, Restaurants, Bars, Nightlife, Sandwiches",medium,2,True,True,True,True,'free'
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,Tampa,FL,4.5,39,1,"Irish Pub, Bars, Restaurants, Irish, Nightlife",top,2,False,True,False,False,'no'
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,Tampa,FL,2.5,55,1,"Restaurants, Breakfast & Brunch, Coffee Roasteries, Coffee & Tea, Food",low,1,True,True,False,False,'free'
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,Philadelphia,PA,3.0,11,1,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping",medium,1,True,False,,,
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,Meridian,ID,4.5,119,1,"Restaurants, Breakfast & Brunch",top,1,False,True,False,False,u'no'
YR0nwxBOKk6DiLHNItfsBQ,Boston Pizza,St Albert,AB,3.5,14,1,"Italian, Chicken Wings, Pizza, Restaurants",medium,2,True,True,True,True,u'free'
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,Philadelphia,PA,4.5,12,1,"Food, Bakeries, Restaurants",top,1,False,,,,
jcL_qaGJiappzpnn-ifSoA,Fat Jakks,Edmonton,AB,4.0,8,0,"Chinese, Restaurants, Filipino",high,2,True,True,True,False,u'no'
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,Philadelphia,PA,4.5,66,1,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",top,1,True,True,False,False,u'free'
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,Tampa,FL,3.0,140,0,"Restaurants, Sushi Bars, Japanese",medium,2,True,True,True,False,u'no'
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,Philadelphia,PA,3.0,178,0,"Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars",medium,2,False,True,False,False,u'no'
W57cR9a7XP6RX56MSWHJJA,Las Margaritas,New Orleans,LA,3.5,58,0,"Mexican, Restaurants",medium,2,False,True,True,True,'no'
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,New Orleans,LA,3.5,172,0,"Event Planning & Services, Party & Event Planning, Restaurants, Seafood, Soul Food, Southern, Ethnic Food, Specialty Food, Venues & Event Spaces, Cajun/Creole, Food",medium,2,False,True,True,False,u'no'
JF7iyI3wA_AKi_iXOKi0Qw,Parlor Suburban Square,Ardmore,PA,3.5,61,0,"Italian, Pizza, Gluten-Free, Restaurants, Bars, Wine Bars, Nightlife",medium,2,True,True,True,True,u'free'
usv5G5cO314pPHRTGq2Eyw,Best Tours,Philadelphia,PA,1.0,38,1,"Tours, Walking Tours, Hotels & Travel, Food Tours",low,,,,,,
xa6JYHDgVza7CuenKBJBHw,Taqueria El Sitio,Hermitage,TN,4.5,8,0,"Latin American, Mexican, Restaurants",top,1,True,True,False,,
1dSKEitDDgIkaApe6UNMSA,The Pepper Pott,Nashville,TN,5.0,18,1,"Caribbean, Food, Restaurants, Food Trucks",top,,True,True,False,False,u'no'
rZw9O5lJ36m_mXeRKE4G9A,La Sponda,Downingtown,PA,4.5,29,1,"Italian, Restaurants, Salad, Bars, Venues & Event Spaces, Wine Bars, Nightlife, Event Planning & Services",top,2,,,True,True,u'free'
dCITjr2RMTmrX33_eFaMKA,BurgerWorks,Sherwood Park,AB,3.5,17,0,"Burgers, Restaurants",medium,2,False,True,False,False,u'no'
Pr_Mlt9FqdcW7WCFGJmozA,The Cider Factory,Virginia City,NV,4.5,104,1,"Italian, Seafood, American (Traditional), Steakhouses, Restaurants, Comfort Food",top,2,True,True,True,True,'no'
-7GDqSUaXrpC8Ql7nDBxWA,B2 Bluefin,Bala Cynwyd,PA,4.0,92,0,"Nightlife, Bars, Cocktail Bars, Japanese, Restaurants, Sushi Bars, Asian Fusion",high,4,False,True,True,False,u'free'
e8pMCk4bE0U4qk7z59Lxkg,Federal Donuts,Philadelphia,PA,4.5,11,1,"Sandwiches, Chicken Wings, Restaurants, Donuts, Food",top,,,,,,
tuyCmcmm5Q-bc-9zV76xKA,Pho Friendly,Trenton,NJ,4.5,93,0,"Thai, Vietnamese, Chinese, Restaurants",top,2,True,None,False,None,'no'
